#token    category
I NEED to go running - I haven't ran since Monday and it's making me grumpy !    event
I really need to get up and have a shower . Come on you lazy git !    trifle
I should be cooking dinner but had to pop in twitter ... oh boy I can't pull away .. the force is too great .    trifle
I just wanted to say Happy Birthday ........ To the Man I love !! Sending you kisses Sexy ...... Love you !!    trifle
I want to love you , P.Y.T !    trifle
I wanna be the kind of person that follows principle over passion ... all the time ! God help me .    trifle
I do not know what I am doing , but I am home . I should be doing dishes . Or sleeeeeepingggggggggggg .    trifle
I think I need a job .    career
I just don't believe you . And if you are lying then I'm DONE . That's all I have to say .    non-intent
I want to become a yoga instructor , ya ?    career
I really need to find a place to lash out . Not a journal . Guess my blog ? Have a kid with a caption bubble .. then thoughts ..    event
I am going to make a Fruit Coppler to day . Looking for a good one to make .    food
i wanna go to the beach T_T    travel
I should really clean my room .. Nah !    trifle
I think i just pissed off the youngest sister . ouch !!!    non-intent
I need to buy drumsticks . Just saw a tranny at la tolteca .    goods
I so need to go to the cinema havnt been in aages ! So many films I need to see !    event
I need to nap ... even if its for a hour .    trifle
i should be a superhero ... i keep the peace    career
I am hungry . This is a sign I should eat dinner .    food
I really dislike eating anything other than fruit for breakfast .    food
I need a job soon !! Being laid off sucks !    career
i want a army print vest !!! it would be a great addition !    goods
I just wanna rock and roll all night and party everyday !    event
I am going to the oregon coast tomorrow so good by and I am happy can`t you tell .    travel
I should have drank more last night .    food
I like to experiment with making food . Sometimes it's yummy ... Sometimes it's not .    food
I need to wrap my head around the fact that , even though it's a green tea smoothie , that doesn't mean it's good for me .    trifle
I keep thinking it's Thursday . And I get excited cause I would get paid the next day . Then I realize it's not Thursday and get sad .    non-intent
I fear of having to get let down . But I know what I need to do but the thing is I help but you dont have to accept . But Im ok though ...    non-intent
I think we need to be fair and balanced in the story of the graduate who bowed . Let's hear from the superintendent . So far , I'm with her .    non-intent
I think it's time to move this party to my room . See you later , twits .    event
I am gonna buy a new camera phone !!! Not just the photos but i want it to have a better video resolution and quality ... Can some one suggest    goods
I gonna listen The Strokes , awesome band !!    event
I wish I could get a cat , I would name her prudence    goods
I need a new doctor . Who's the best in town ?    goods
I meant to say ' intimidating ' . I'm not sure why I didn't . Must be these damn shoelaces .    non-intent
I need a Nap ! ... work then my moms then watching wrestling & working out    trifle
I got food poisoning today ... don't know when and where I will ever use it .    non-intent
I didnt know that . Now I definitely must send em . I love to write . I have trouble desiding what I should do with them . What do you think ?    non-intent
I tried to sell McDonalds my idea for a Tuna Milkshake . They didn't like it . I'm heading to Burger King tomorrow .    food
I can always tell when I'm having an introspective day . Those are the days that I don't skip " Viva La Vida " on my MP3 immediately #coldplay    non-intent
I am watchin entourage I missed it on sunday I will watch it today    event
I think I have to face facts and admit that I have a problem . I am addicted to El Pollo Loco .    non-intent
I need more followers who going to let GOD use them and assist me .... HELP ME GOD    trifle
I might go bowling or something tomorrow . Maybe . If my dad takes me lol    event
I need to bake something ..... hmm .    food
I had an awful day yesterday , I hope I could make better this time .    trifle
I need to really learn how to bite my tongue and smile even if someone is blatantly wrong .    career
I want a really good sandwhich . Maybe I will visit Publix . I want a gourmet , 15 dollar sandwhich    food
i wanna go to a concert , some place , some time , .......    event
I want to be a writer , I just don't know what I am supposed to write .    career
I tried to book Michael Jackson once . I went through lastminutedeals.com, they send me a skin sample and a white button .    event
I totally just saw Tubby Smith at the liquor store .    non-intent
I might finally go to see harry potter this evening    event
I guess by now it's safe 2 say , I don't care anymore . I'm my own person . I don't see anyone below me n I definitely don't see anyone above me .    non-intent
i want a pet penguin ... i would call him melvin and we would be the best of friends    goods
I guess I will have to settle for my wild imaganation    trifle
I should just walk to the bar .... Uggghh    event
I wanna travel the world when Im done with school ! I think it would be awesome !    travel
I should have air dry my jeans ...    non-intent
I have to fly to San Jose today , and drive to Monterey . Spirit West Coast tonight . Kutless headlines Air 1 stage . Be there !!!    travel
I needa brush my teeth    trifle
I can also be used privately .    non-intent
I want to be with you , and you want to be with me , we're both busy and it's just not getting done ...    trifle
i will survive - cake . ftw .    non-intent
I think I'll bake cookies -- and not give any to our bad neighbors -- see earlier post for explanation . And I make super incredible cookies !    food
I really really miss Europe and the States    travel
I have got to get something to eat . Later    food
I hope I've touched your mind . I hope you liked it . I know I sure did !    trifle
I have to choose between my future and my past . Looking at my past , I think I'll take my future . No contest .    trifle
I can't be at work right now . I need some goose and some juice asap !    food
I can not wait for my trip to Chicago ... I will be reunited with my Love !    travel
I really don't think I can stay in my house for one more day . Hopefully I'll find something to do tomorrow .    trifle
i need a job . damn this recession    career
I am going to say something to her tomorrow ! My daddy ain't raise no punk    trifle
I may have risen but i refuse to shine ...    non-intent
I need to get new hobby !    event
I will be posting video from #PrideTO throughout the day , they will be going to my twitter and facebook automatically , keep your eyes peeled !    event
I need to say exactly what I want to hear .    non-intent
I need to get a parttime job . Any ideas ?    career
I havent eaten yet . ); Im super hungry .    food
I need a passport . It's time to start planning a trip to Europe .    travel
I think I want to be a school guidance counselor when I grow up .    career
I want to go take pictures today ! And I really really want to go to anchorage . Hopefully we aren't too tired .    event
I want some holidays ... the sea , the sun .... but I'm still at home !! grrr !    travel
I need to learn something new , maybe I should go to college for interior design ...    career
I am hungry ... I am too lazy to cook haha ! Guess I will sneak some goodies into the movie later shhh !!!    food
I GOT A WAY TO SELL WNBA TICKETS ..... TIGHTS ...... I WOULD BE A SEASON TICKET HOLDER THEN ......    event
I don't think I've eaten an actual meal in four days ... No , I definitely haven't .    non-intent
I like to look at my life as one big social experiment    non-intent
I need a vacation lol I'm wore out ... Wish I could move out !!!!    travel
I wanna play netball with FRIENDS .    event
I MIGHT BE A FOOL , BUT YOU MIGHT BE ONE TOO !    trifle
I need a new job ... wonder if Fangtasia is hiring ?! That'd be a blast .    career
I need to relist my stuff on eBay but my fees are too high right now to do so . Damn .    goods
I wish you could buy a bag of just blue raspberry jolly ranchers .    goods
I can't think of what I want for my bday ...?!?!??!?!    non-intent
I could make a beach volleyball court with all the sand in my cast    event
I can almost see it , that dream I'm dreaming , but there's a voice inside my head sayin you'll never reach it .    non-intent
I just can't get in to the twitter stuff !!!!!!    non-intent
I really hate myself    non-intent
I like to eat . I like a icecream . I like a banana . I wish I had a something to eat .    food
I need a job and I need to right a mistake I did .    career
i tried to stay away but i cant . i am so weak .    non-intent
I really need a massage ... any takers ?    goods
I just wanna go back to philly !!    trifle
i have to go buy lots of weiners    goods
I Think I Wanna Move 2 Miami ... Whos With Me ?    travel
I think I finally figures out how to stop the updates . We shall see ...    non-intent
I have a friend called jorden . she has red hair , an awesome singer and is in love with mr. sartain . I want red hair like her !!!    goods
I need a girl that doesn't mind washin my hair once a week . Smh .    non-intent
I think I am hungry . I think I want a hot dog .    food
I dreamed I had to find a job , because my student funding was only 15.00 a week    career
I absolutely never know anything Never knew I could say hey ! ~    non-intent
I want a strawberry tattoo like Katy Perry . Too cute ! Actually , I just want another tattoo !    food
I need a pedicure !! What color should I get ?? I've had teal for the past couple of weeks ... hmmm purple zebra ?    goods
I might even be a rockstar !    career
I think I shall never learn to stay away from the IMDB message boards . . .    trifle
i need friends on twitter ;-(    trifle
i really want a cookie right about now    food
I gotta say , I've had a lot more energy in the morning since stopping coffee    trifle
I should go for a ride with my dog .... but now i am here .... probably later on i will walk my dog and get some fresh air .....    event
I think i must have the kind of face that attracts obese , stinky , demented , mentally ill , needy and otherwise fucked up people .....    non-intent
I need my bra .. still in the dryer ..    goods
I need to go to Ikea soon to buy stuff for our new place . Anyone care to join me ?    goods
i come home to find out my dog was attacked by 2 pitbulls , wonderful !!    non-intent
I wanna go to canada sooooo bad !    travel
I wanna use the Bummie theme I saw just now but .... ARRRRGH . =.=    goods
I had something super clever to say this morning , but I wanted to wait until more ppl were up . Now I forgot what I wanted to say    non-intent
I Wanna Go To Italy .    travel
I think I like the iPhone version of tweetdeck better than the desktop version ... too bulky ...    non-intent
I want to buy nice clothessssss !    goods
I WANT SOME MORE COLD STONE ICECREAM * SIGH    food
I need something to eat . I think my stomach is beginning to eat itself . I've been up since 3 a.m. and haven't had all but a hashbrown .    food
I want cookies and I want my cat and I want home .    food
I really hate the way everyone ELSE looks too .    non-intent
i think i can i think i can !    non-intent
I might just take her offer . And I'll never be back home . Its time to move on , sorry .    career
I need a AT&T hook up on a iPhone , anybody ? I can only twitter at home on my itouch or wherever wifi is .    goods
I just can't remember *    non-intent
I think I should buy an Ecto 1 ?    goods
I think I may consider having a productive day tomorrow =]    career
I think i must be a little paranoid .... or just plain crazy ?    trifle
I suppose I should get a shower and put some clothes on .    trifle
I think it's time to upgrade phone . You will all ENVY me . At least until Apple decides to make an iPhone for Verizon .    goods
I really really want to play volleyball ...    event
I know I said I'd be there , but I'm so tired and work in the AM . I know once we started talking I'd never leave . But they leave soon ! GRR .    non-intent
I really want to be in Colorado right now . Will someone come get me and drive me there ?!    travel
I wanna see a full sunny day with no clouds soon . I don't like clouds .    trifle
I want a strawberry wild original jamba juice .    food
i think i love johnny durham XD    trifle
I want a bacon , egg , & cheese sandwich on a hero . Yummmmm !!!    food
I am insanely hungry this mernting . Ooooh I want a McGriddle , and I don't even eat MacDonals .    food
i wanna go to the beachhhh hopefully on sundayyyyyy    event
I really hope that Liverpool's fascist owners don't sell our first team    non-intent
I need a new camera desperately ... Decisions , decisions ..    goods
I eat what I want I don't work out I strut and been a size 5 since 15 hol    non-intent
i think I'm gonna " hit the hay " . for real this time . ha .    non-intent
I wanna forget you ... I try it , but I can't    trifle
I spent so many time for known myself , and known how to do and how 2 give up , now I think I may win ..    non-intent
I really love baseball's midseason festivities , so many haters out there that think the NFL and NBA are better , they just aren't .    event
I really liking the new Emmure song .    event
I really need to get overseas and experience a different culture . Italy , France or Spain . The US is so over-marketed on everything .    travel
I might eat filet mignon today    food
I think I know the laws behind my job and do not need someone in a different profession telling me how to do my job !    non-intent
I have to see the film " The propsal " it looks really good .    event
I want Starbucks !! Maybe that would help wake me up !!!    food
I need some concert tickets at Essence . anybody got any ?    goods
I am so hungry i would eat a steak at sizzler    food
I seriously need to go to the dentist to whiten my teeth and trim my hair . I look damn horrible now , like shit .    goods
i want to take a shower and just chill    trifle
I want some Singapore Noodles !    food
i have to wash a bunch of clothes tomorrow . ugh    trifle
I really really want to visit Iceland sometime in my life .    travel
I need to go home .. haven't seen my family in a while    trifle
I hate what now I must do .    non-intent
I have made a total of 243 different bead sprites pieces since I started in 2007 . ( I'm not counting sold pieces I forgot to photograph )    non-intent
I wanna go to best buy and get a flash drive    goods
I want the lakers to lose on sunday and win it in game 6 !!    event
I want a love like Noah from The Notebook*sigh ***    trifle
i wanna be at warped . i have passes . im stuck here . at work . sitting . doing nothing . closing inventory . so bummed . .....    non-intent
I should have went to my car and slept .    trifle
I thought #moonfruit was an actual fruit . LOL . I will participate in the contest .    event
I need a venue for this freakin ' party !!! Ugh !    event
I want to go somewhere today ! My hair looks to freakin ' pretty for just no one to see . Ugh .    goods
I know what i want to do with my hair ! But i don't know when i'm gonna do it . Hah    non-intent
I might put the " GLOVE " on tonight when I perform 2night ....    non-intent
i wanna win the lotto so i don't HAVE to work .    event
I know you're not my girlfriend but , I swear that I love you .... baby I do ..... and I know you love me too    non-intent
I spent $8 for a watermelon today ! I have to say ... it was delicious !    food
I think I am going to apply for the crime analyst position with MPD ... seems like a perfect fit and I can leave that silly security gig    career
I need to eat at Coco Brooks more . Enjoying a delicious salad from them I got at work today . Their pizza is really tasty too .    food
I think i lost a ladder . Seriously ... How does one lose a ladder ?    non-intent
I can totally txt again !!! \(^-^)/    non-intent
I got a high D on my test ... Better that what I thought ... Calculated it .. I Definitely got a C at the least but I can get a B still v ...    non-intent
I just wanna sleeeeep . It's storming and I love it .    trifle
I want to see Bruno when it comes out . Looks hilarious    event
I should bake me some cookies    food
I need a lap blanket . There is something wrong with UK summer .    goods
I wanna see the movie Funny People    event
I just want to be happy ..........    trifle
I could have sucked like that . and for a lot less money !    non-intent
I am writing a list of things I am going to change in my life starting NOW .    non-intent
I need to get some sun , I'm too white !    trifle
I think I might read my Harry Potter 6 book tomorrow .    event
I forgot to rub my sunscreen in !! AHHHHHHHHHH !!!    non-intent
I think I just scared the crap out of some old people by pulling into the handicapped spot in front of theirs right before they pulled o ...    non-intent
I AM GONNA END TO TALK WITH MY FRIEND & I START TAKING A SHOWER =)    trifle
I need for football season to start .    event
I should go home and pack soon .    trifle
I havent been on here in foreverrrr    non-intent
I want a clever T-shirt that declares my ( odd as it may be ) command line editor of choice as nano .    goods
I need to stop looking at what I want and focus on what I need .    non-intent
I really enjoy American Taxi . You all should check them out .    non-intent
I should get a new iPod .... and headphones . Long plane ride coming up .    goods
I need to go for a drive !    event
I really miss summer ... Need to check weather statistics , I bet this was one of the wettest summers ever    trifle
I hope I get a new toy soon    goods
I wanna go watch the time travelers wife !!!    event
I need to clean my room n do homework nooo    trifle
I wanna shower , Iwill    trifle
I really enjoyed product development meeting this morning . Focusing on customer needs . Thinking of ideas that we can present to customers .    non-intent
i might go play basketball today can't wait till this season coming ima score my 2,000 point for high school career ima tryin 2g2 da party    event
I need to find a job for many reasons , among them being I need the free coffee as I've discovered i'm an abysmal home barista !    career
I think I just seen Les Claypool ..... oh-false alarm ... it was Wes Claypool .    non-intent
I need more green shirts .    goods
I want to travel the world    travel
I want to witness something shocking today .    trifle
I gonna go to BBQ ;) sooo excited !!    event
I want my period dammit ! ( Don't ask . )    trifle
I think I'm gonna go watch a movie by myself tonight .    event
I wanna play golf again !    event
I might go back to using facebook now and again , seeing as im such a F1 addict .    event
i would be an awesome travel agent .    travel
I am having an identity crisis . Am I really a nice girl with an angry streak , or am I a really an angry girl who's got a good perky facade ?    non-intent
I think there's no purpose to what I've been doing these last few weeks if this shit goes the other way . I really don't see the point at all    non-intent
I really want to go fishing today ! Why does it have to be so hot ???    event
I wanna travel the world ! how much do Flight Attendents get paid ?    travel
I AM SICK !!!! GOD HELP ME , I MAY DIE .    trifle
I hate everything ! I just want to cry and die !!    trifle
I really want a sandwich and some soup from Panera Bread ... really bad !    food
I have a headache , I want a red bull . Then I think I can focus on the music for those voices in my head .    goods
I got to be strong , just keep pushing on .    career
I wanna play with Legos .    event
I need some inspiration ... I really do .    trifle
I am gonna be watching Aliens in a moment .    event
I want to be like George H W Bush when I grow !!    career
I am OVER this rain . I want to ride by bicycle , not be stuck on the treadmill at the gym ! I could re-buff my upper body I guess ...    event
I want to join the aspca    career
I havent been on a date in ....... wow ..... it's been a long time ! I wonder why it's been so long ....    non-intent
I hope I have a better day today !    trifle
I really dont have time for insomnia right now ... Can i postpone it somehow ?    trifle
I think I might be going to demi's concert ? Ashley and Taylor are looking into it , so stoked <3 goodnight my beautiful people ! -hahah ftw ?    event
I think I'm going to bake my sister a cake now .    food
i wanna watch transformers 2 !!!!!    event
I need to pee and the next rest area is 26 miles away .    trifle
I think I'll go on a night hike . Tomorrow I will get a job !!    event
I might not be loved , / might even end up hated , / but I won't shut up .    trifle
I must remind myself , now and then , that the entire story need not be breathtaking action . Dialogue , downtime chapters are necessary .    trifle
I have to go to school today ... =.= But i can't . Too bad .. Sigh ~    trifle
I just saw a real live jack rabbit for the first time . I must be somewhere between the middle of nowhere and the boonies !    non-intent
I wanna go home now . Wish I was with my fam . They make me happy !    trifle
i got to turn off the dumb lamp for movie time    event
i should probably get dressed . haha    goods
I want someone to take pictures of me for a change .    event
I want some chocolate sooo bad ..... I may just have to go get me some    food
I am hungry . But we have no Lucky Charms here .... I must work on that    food
I really want sushi right now . * sigh *    food
I need to apply for school . Dang it    career
I think I'm gonna be sad , I think it's today ....    trifle
I wanna give a shout out to the USA Volleyball team for qualifying for the World League finals . Good luck in Serbia guys !!    event
i would not want to be a astronaute .    career
I could sit here and RT links to great CSS/HTML/PHP/GraphicDesign resources all day long . Does this show I have passion about it ?    non-intent
I should get a job as a travel consultant ...    career
i think you should look a gift horse in the mouth .    goods
I need 44 points for a 5.4 for history . When I counted I had like 32 . Crap .    non-intent
I love this jersey so much i might just buy it .    goods
I do what i want ricki !    non-intent
I need a masseuse in columbus who charges very little . Neck pain is going on a week now and has spread to back and shoulder . Any massage ...    event
i really don't like working in the office . copiers , loud talkers .... i can't focus !!!    non-intent
I wanna go bowling .. Anyone wanna take me ?    event
I decided to paint the interior of my house with my friend Tucker . This has disaster written all over it .    event
I think i will go make me some tea ... some yummy tea i bought for 10 bucks an ounce at teavana ...    food
I wanna go to Newbury St. today even in this retard weather ! Lol .    travel
I would like to see Pharrell do his interputation of Bille Jean , I wonder if he would add some Neptune beats or leave it alone ..    trifle
I might or might not be watching This Century on Stickam . No big deal    non-intent
I need all weed smokers 2 follow me    trifle
I need my degree , like now . So I can come home to Texas for good .    career
I just wrestled a bear ..... won't be doing that again .. I think you all should though !    non-intent
I will cry in horror if he does . He old and has a gf u nasty ! Haha    non-intent
I hate having a cell phone . It is a pain in my ass . I forgot I could not charge cell phone ringers on it and my dad got mad at the last bill    non-intent
I think I just ate a chocolate truffle filled with absinthe . Not good    non-intent
I am so thirsty I would almost bite the head off of a live baby kitten for a bottle of water .    food
I mean 5/12 , that's a man ... and 8/12 has eyebrows that say I know you are looking at my todger , see how I use my hands to frame it .    non-intent
I wish I could get paid for making lists of things I hope to do eventually instead of getting paid to actually do them .    non-intent
I am already missing the summer , I have to go back to work on monday after being off for two months    career
I just realized how much having a zippo pushes me to smoke , just because i want to use it .    non-intent
i really slacked on my twitter yesterday .. i took internet off my phone .. so i can only do this shit from the comp ..    non-intent
I want go to the sea in this summer    travel
I can only hope that their lives are not being sacrificed in vain . Hopefully it will not be a repeat of Tiananmen Square . Fight for what is    non-intent
I want a ' I heart LA ' T-shirt now , or a ' I heart SD ' one for San Diego , do they have those ? Lol .    goods
i need a haircut . really really bad . it's kinda ridiculous .    goods
I wanna be in spain !    travel
I always mean what I say if I didn't love ya , trust me I would say it bay    non-intent
I should be playing golf ... It is really tough getting to the course on the weekend .    event
I should be able to knock out this project today .    non-intent
I so want to move to a cold part of San Francisco .    travel
I just cut my hair and I have to say this is the best haircut I've ever done on myself ........ No applause No applause ..    non-intent
I need more time in the day to focus on my blog !    trifle
I just want to travel . I've been to 17 different countries . I want to go to Spain and Australia . I want to go to Iceland ...    travel
I need a hair cut .... and manicure .    goods
i want to talk to you .    trifle
I need to eat now ... hungry !    food
I can now tweet my life away    non-intent
I so wanna visit the new Restaurant City . Please , please , please let me .    food
I want egg and cheese on a roll .    food
i get to see my brother today ! yipeee    trifle
I slept for 12 hours ... I want to take a nap quickly though .    trifle
I finally got my hands on a Red Angus Pilsner . I must say it was as good as the samples said it was back in November last year . Thumbs Up !    non-intent
I want a pair of blue cowboy boots . Help !    goods
I need of a delicious McDonalds lunch ...    food
I have just feeding the dogs , and its still raining . I want to go to Spain . NOW !!!!    travel
I wanna race car drive .    event
I think I just got an offer to write a monthly column in a mens ' magazine ........ I'm floored ....... and awesome ...............    career
i have to say , that all of this time .. i waited for someone like you    non-intent
I going to go to watch t.v on the living ! BYEE ! ♥    trifle
I wanted to b Mrs. Michael Joseph Jackson until I saw New Edition's " Popcorn Love " video 2 years later & switched my crush to Ralph Tresvant    non-intent
I need a crazy soiree , I need a lightheaded moment on the dancefloor when I think I'm really cool and then suddenly stop to find i'm not . Mmm    event
I gotta find my camera I wonder where it is    trifle
I want to travel .....    travel
I might be late to the party but Ryan Reynolds as Hal jordan ? It could work .    non-intent
I hate Sundays . Waiting for it to be 6 so I can go play vollleyballl !    event
I must say with #tweetdeck Being so Glitchy I have been using #twitterific and wondering why I left you my Dear ... I will never Stray again .    non-intent
I want a iced drink !! a sodaaa ... or water !!! grrrrrrrrrr soda !!!!!!! yeaaaa    food
I hope you had a great day , good night    trifle
I think i only use twitter on Fridays ... lovely weekend ahead .. pub crawl dedicated to us , im hearing .    trifle
I really need to see Harry Potter . And Public Enemies . I just hate spending so much money at the theater !    event
I don't plan anything , my friend just called and he said to bring my clothes and passport I AM GOING TO BAHRAIN !!! Tweet ya later <3    travel
I wanna give out my number for y'all to txt me but , I don't think y'all would even do it .    trifle
I think it's time to get off the computer . It's late . The kitties need me . ;)    trifle
I want to rock n roll all night and part of everyday .    event
I need a real job ... like now . Anyone know anyone hiring ?    career
I think I'm going to abandon the computer for the day and focus on making gorgeous things . While watching campy television . Maybe have a salad    trifle
I totally miss seeing Carrie Underwood in concert . I cannot wait until next year .    event
I need a nap but there is no time !    trifle
I really did not know that laundry here would be so difficult . I forgot to remove a stain , and now my shorts have buffalo stains on them . gr    non-intent
I need to go to a good concert soon . Yes , neeeeeed . In a bad way .    event
I want a massage soo bad    goods
I need to clean my car !!!    goods
I wanna learn to play the drums !!    career
I should have gone to law school instead .    career
I think I met someone pretty cool today . =)    non-intent
I wanna go horse back riding again they're so prettyyy    event
i would like to congratulate myself for putting my 5 loads of laundry away now when they were done instead of letting them sit for weeks .    non-intent
I really want to get a haircut atm .    goods
I want some cookies and milk SO bad !    food
I really want to buy a teepee ! if only I had a job and didn't have to rely on the parentals handouts I would go buy one right now !!!    goods
I need to save money !! I need quotas for my trip to Japan !! =D    travel
I SAW MY BABY TRYING AS HARD AS BABE COULD TRYYYYY WHAT I COULD DOOOOO ?    non-intent
I am going to visit my parents and visiting relatives in St. Bernard , Nova Scotia , by the beach ! Hope for nice weather - got Wii in case .    travel
i gotta get outta the house ... working from home can get claustrophobic ....    non-intent
I wanna go to Italy but don't know where exactly , any suggestions ?    travel
I really want a new Macbook Pro ...    goods
I want nachos and cheese !    food
I should slerp with you . Hmm    trifle
I need to dye my hair soon , my roots are showing . Bad news .    goods
I really need a job , am very bored of being unemployed now .    career
I really need a site to watch movies    event
I like to draw , only I can't ...    trifle
I really hope the tigers win 2nite    event
I need a vacation . Someplace warm , sunny , without patients , and with good seafood . Any idea ?    trifle
I keep finding songs for " Music for Dance " though I swear I got rid of them all !    non-intent
I am excited to go on my trip to Sweden , Denmark and Italy . To visit my friends . Woooooooooooooooooooooooooooooooooooooooooooooooooooooooot !!    travel
I think I hate the entire world .    trifle
I am just checking in . I am about to go upstairs to eat some gold fish ! Lol they taste so yummy !    food
I read the book Coraline and it was intresting . I havent seen the movie yet , but i wonder how it compares .    non-intent
I am going to take a nap , I am way too tired right now . And I haven't even done anything today , just been lazy .. Weird    trifle
I really badly want to pierce my cartilidge and my nose . Now .    goods
I might do yoga in the morning ... hmmm    event
I guess i need some manicure and pedicure . Boo-hoo ugly nails .    goods
I think I will attempt to plant a money tree .    trifle
I was trying to buy the package with the t-shirts and the donation . I felt that was the least I could do since the tickets were free .    goods
I think i have a serious case of insomnia .    trifle
I know you don't need to tell me .    non-intent
I wish you could just hit enter and your tweet would show up . I hate having to hit the update button .    non-intent
I definitely had a dream where I failed an algebra test . Really , Imagination ? I thought you were better than that .    non-intent
I need to finish reading my current book . I've got a new one waiting for pick-up at the library !!!    trifle
I am reading a magazine about London ! I want in London , why I so far away ?? )))    travel
I need another coffee and I'm hungry ! Going to make an delicious meal !    food
I wanna be a civil defense officer , its like a Boy Scout with a squad car and Pepper spray ...    career
I guess i will never really be hip to the jive    non-intent
I think I want a lip ring . What you think ?    goods
I had a nightmare last night , I forgot to end my < p>'s and there was no way to fix it .    non-intent
I really enjoy reading peoples tweets , but I have no followers . I'll have to change that !    trifle
I don't have blood on my hands , but I definitely have blood on my feet .    non-intent
I want to fall in love again ..    trifle
I wanna go home . The BBQ was lots of fun . But I'm still all bummed about my car . I can't focus . And I'm very tired .    trifle
I really want to bake a cake ! I even have special sprinkles and everything !    food
I am so bord , any idee what i could do ?    non-intent
I think I broke my brain last night .    trifle
I WANNA DO SUMTHIN FUN AND DRASTICCCC 2DAY ... WHAT SHOULD I DO ?? WHAT ABOUT A " SEX CHANGE " ... LETS TAKE A VOTE .. HAHA    event
I think I actually felt my heart snap in half . The real pain hasn't set in yet . Still in shock .    trifle
I want a chocolate milkshake w marshmallow fluff so badly ! metal kup , of course    food
I just don't understand my mom .    non-intent
I need to get out of MO and see some beautiful scenery or somethin !    travel
I totally slacked in my total body conditioning class tonight . How will I ever get rock hard abs like that ? Get it together !    non-intent
I need Zaxby's new chicken parmasean sandwich in my life .    food
I think I'm going to take a nap .    trifle
I just wanna say what an awesome game the #Rays played tonight ... enjoyed watching alot #GoRays    event
I think I am unhealthily obsessed with the East Coast . I miss it furiously !!!... but I'm here stuck in Utah , where I'm the only democrat .    travel
I JUST figure out what RT means . Retweet . I swear , I would have never guessed .    non-intent
I want a minature horse as a pet    goods
I love live bands . I still want to learn bass and drums . One day .    career
I think I must be developing seasonal allergies . BLECH .    non-intent
I think i passed my math B exam ! Yay !    non-intent
I knew I should have went to the store . I really need something for this head ache    goods
I want a real summer vacation Joel ! Let's go to London ! Gtfo of New York I'm beginning to hate it here    travel
I definitely slept wrong last night ...    trifle
I am going to change my facebook email to a fake address , so sick of the event spam . Makes no sense you can't block that crap .    trifle
I am still sore from the gym . I really kicked my own ass . Going back on Monday . Must not become a fat cow .    non-intent
I need Papi Thugs to load some new videos .    event
I will hang my head , hang my head low .    non-intent
I should be in Seattle right now on holiday ... but I'm not ... FML    travel
I need to pack for NYC trip in morning . The cat is still failing the packing thing . #petFAIL    travel
I think I'm gonna take that bike trip to Savannah in a couple of weeks . Who wants to let me crash at their spot ?    travel
I think i will bring my Ripstick and skateboard to the beach . Just in case ;]    travel
I want a one way ticket leaving tomorrow to anywhere but here .    travel
I need to find a track by The Preachers of Twilight called ' On The Razor Edge ' . Suggestions , anyone ?    event
I had to stay up til midnight to wish Visor Val Happy Birthday .    trifle
I need a singer that can imitate lilly allen !! Anyone ?? Name ?? Number ?? It's urgent ...    event
I want a RoboPro , someone find me a good price please !    goods
I really don't like people at times .    trifle
I want Nick and Miley to get married !!!! Lol weird i brought that up !    trifle
I guess I will have no choice but to watch golf tomorrow . We could literally see incredible history being made .    event
i could be a chef . just sayin .    career
I need the phone to run your app . #squarespace    trifle
I had to pass up a free trip to Israel with Birthright today . No vacay time ! Next year , mark my word    travel
I am Mad , Very Mad ! I will fight for my Israel .    travel
I think I just got herpes ! Oops !    non-intent
I want to enter high school ...    career
I need help naming my elephant ... & don't say Dumbo ...    trifle
i get to work twice today ! fun fun .    non-intent
I should call him . I miss him .    trifle
I wish I could be with my dad today ..... oh well , Happy Father's Day to my wonderful dad !    trifle
I need a mini vacation that includes sun . Seaside Heights August 4-6 ? I think yessss .    event
I need an entire lifetime just to read .    trifle
I need a job from mid-July - late September in Boise .    career
I really hate Twitter . It's confusing me .    non-intent
i want some new sunglasses    goods
I want to buy everything FACE atelier makes . Period .    goods
I really need a relaxing manicure .    goods
I hope you treat these voters as a gift from God ; step out of your comfort zone and show them how to get active ! #tcot    trifle
I wanna fly to America , exactly to NY or LA . It's my dream . But I'm afraid of flying ;D    travel
I saw him , I hung out with him .. and now I want to erase him from my brain .    trifle
I want to go to Mallorca -.-    travel
I wanna go study abroad in London . Or maybe Australia . Yeeeahhh .    career
I Really Want To Be In An OutDoor Swimming Pool Right Now !! =))    event
I think some dude just asked me if I went to UD . But I totally ignored him & now I'm curious hah    non-intent
I need me some KFC =) I'm hungry be back in a little bit    food
I wanna go to Batu Karas so bad . Right now .    travel
I think life is something you shouldn't take for granted . My aim is to be someone amazing . And I really want to either dance or make music ..    event
I had a yummy breakfast of rice , egg and bacon today . This is just to boost my energy with tons of assignment that I have to finish today .    food
I might miss this flight on purpose to go fishing in the gulf .. hhmmm    event
I really don't know why it is very difficult to have a business deal with twitter , they never reply my email ! This is really frustrating ....    non-intent
I should not have taken that nap . I'm going to be up sooo late tonight studying .    trifle
I WILL KILL TAYLOR SWIFt !!! SHE DOES NOT KISS TAYLOR !!!    trifle
I like to say " I have no knowledge of any such picture and or location nor would I be disposed to discus it "    non-intent
I should run for a government position    career
I want chocolate . And marshmellows . And cold milk .    food
